,userId,nbFollowers,nbFollowings,nbFavorites,nbSocialMediaAcc
248,213667695,6933.0,0,137,0
249,158403137,68280.0,73,283,4
250,178514496,159382.0,210,831,0
251,128205136,28648.0,440,50,1
252,106791383,4872.0,535,1941,0
253,138892081,847326.0,485,272,0
254,162348219,17051.0,193,8,0
255,193735382,8954.0,73,174,1
256,103610520,244107.0,328,2740,0
257,113610282,190291.0,1038,2327,0
258,105589340,135403.0,201,806,1
259,194697745,11157.0,633,1298,0
260,173315794,398342.0,1736,9905,0
261,121096624,791512.0,1063,25939,0
262,109217956,811926.0,235,110,1
263,166092949,1172156.0,100,266,1
264,150128811,286394.0,254,4621,1
265,219248343,2901772.0,4,72,1
266,106093163,53804.0,528,2276,0
267,114784239,12187.0,381,61,4
268,101454251,270307.0,13,308,2
269,212292237,46680.0,485,562,2
270,158403137,68280.0,73,107,1
271,113610282,190291.0,1038,259,0
272,110846621,358932.0,291,287,2
273,185769572,64218.0,19,77,1
274,164270848,6808.0,321,193,1
275,183152161,187602.0,331,0,0
276,139436281,212.0,572,0,0
277,167568323,614.0,12,0,0
278,168834213,234.0,467,0,0
279,228361479,268352.0,168612,1,0
280,127202275,17272.0,311,120,0
281,219459066,142471.0,1408,45,0
282,166304945,179.0,338,0,0
283,189851121,511.0,413,0,0
284,178048778,216.0,350,0,0
285,138370332,1305.0,2388,0,0
286,153042209,73509.0,17,0,0
287,172261312,9652.0,7,49,3
288,214930248,918495.0,1185,394,1
289,131967319,406.0,237,0,0
290,212292237,46680.0,485,90,1
291,99728911,640.0,690,11,1
292,148960365,808.0,649,0,0
293,168832037,5412.0,1033,90,0
294,120450575,468.0,463,0,0
295,123619640,3939.0,374,0,0
296,210229845,1395.0,849,0,0
297,102063687,919.0,270,0,0
298,179478622,345.0,221,0,0
299,112599358,242.0,926,0,0
300,129260915,10.0,60,0,0
301,172266950,1354.0,455,0,1
302,177884455,1056957.0,2052,326,1
303,99159617,507.0,621,20,0
304,147598265,1652.0,548,8,0
305,113884441,324.0,330,0,0
306,154280892,48350.0,0,1,3
307,220756011,1156.0,165,1,0
308,185538960,910.0,677,0,0
309,103219342,504.0,691,0,0
310,188155444,490.0,389,0,0
311,184388793,1076.0,189,0,0
312,181972946,195.0,176,0,0
313,112134459,10741.0,10499,457,1
314,145969848,177.0,267,0,0
315,217277565,207.0,941,0,0
316,176336946,325.0,245,0,0
317,194600450,92.0,197,0,0
318,117436608,427.0,305,0,0
319,179484617,6440.0,463,2,0
320,98948443,59.0,116,0,0
321,106583882,141.0,237,1,0
322,159965265,9339.0,4995,1,1
323,151223599,302.0,470,0,0
324,147304732,21087.0,2241,0,0
325,169984847,384.0,565,0,0
326,211277854,74.0,270,0,0
327,174698344,424.0,327,0,0
328,214417698,15.0,20,0,0
329,219239665,143339.0,121132,80,0
330,201061892,3918.0,2139,12,0
331,109791258,250.0,371,0,0
332,160454211,1832.0,345,0,0
333,185169918,5994.0,151,1,0
334,216743295,30.0,43,0,0
335,157326391,2797.0,4008,0,0
336,221100136,73.0,125,0,0
337,110806309,1794.0,1395,0,0
338,124726283,30865.0,1665,0,0
339,153229069,642.0,194,0,0
340,129744757,848.0,849,0,0
341,127202275,17272.0,311,507,0
342,176199055,692.0,966,0,1
343,184838152,319.0,431,0,0
344,187798017,43.0,301,0,0
345,142210840,916.0,2207,0,0
346,122196260,1185.0,697,0,1
347,136894680,277.0,999,0,0
348,180014062,846.0,295,0,0
349,205614850,433069.0,8,108,1
350,134542614,187.0,134,0,1
351,148266617,459.0,450,0,0
352,182858718,10.0,136,0,0
353,183979676,94115.0,700,86,0
354,122224117,10.0,114,0,0
355,114429601,34.0,270,0,0
356,128955137,15118.0,563,459,0
357,145250275,1494.0,786,0,0
358,222046925,13013.0,11432,0,0
359,149285680,198.0,134,0,0
360,203285701,651.0,1139,0,0
361,210173829,13235.0,7260,1555,3
362,161205514,4291.0,118,3,0
363,168670285,945.0,134,0,0
364,148093854,105.0,170,0,0
365,132653163,1929.0,135,0,0
366,146765315,434.0,488,0,1
367,127609507,4830.0,1285,0,0
368,188878965,292.0,290,0,0
369,190276482,560.0,643,0,0
370,197738500,568.0,522,0,0
371,168073950,309.0,200,0,0
372,104384720,2457.0,4943,0,0
373,119170221,61.0,90,0,0
374,180281614,2742.0,2452,1,0
375,119502163,6725.0,2098,1,0
376,178000117,1602.0,1045,0,0
377,205614850,433069.0,8,176,1
378,131596792,157.0,240,0,0
379,219248343,2901772.0,4,118,1
380,224332516,628.0,153,0,0
381,124526032,400.0,373,0,0
382,219459066,142471.0,1408,147,4
383,101055715,365.0,109,0,1
384,211289582,7701.0,4847,0,0
385,117826718,584.0,585,0,0
386,100967903,95.0,431,0,0
387,160248068,5326.0,5354,0,0
388,191167408,11082.0,2321,323,1
389,109344086,661.0,528,0,0
390,166100038,386.0,473,0,0
391,175137286,53.0,67,0,0
392,106049611,752.0,1666,0,0
393,127963928,446.0,553,0,0
394,136639064,103.0,136,0,0
395,105111131,188.0,586,0,0
396,178000117,1602.0,1045,0,0
397,180366413,1157.0,1639,0,0
398,136769999,241.0,1477,0,0
399,214017108,4930135.0,0,1088,0
400,228277047,105.0,567,0,0
401,223199669,188.0,192,0,0
402,190015637,1273.0,1576,0,0
403,211289582,7701.0,4847,0,0
404,129444966,33179.0,21944,0,0
405,175340160,284.0,325,0,1
406,98634644,460583.0,211,1118,0
407,215368340,1772.0,55,1,0
408,112563230,38.0,48,0,0
409,175459213,96.0,157,0,0
410,205614850,433069.0,8,778,1
411,186780379,128.0,1068,0,0
412,160663454,38.0,180,0,0
413,201815756,23124.0,451,0,0
414,211275040,448.0,1388,0,0
415,154179927,1205.0,1072,0,0
416,124471551,6002.0,4910,5,0
417,186034779,96.0,234,0,0
418,162769970,1410.0,431,0,0
419,106174898,11.0,13,2,0
420,116874978,1062.0,3472,0,0
421,225015031,567.0,336,0,0
422,144235766,116.0,260,3,0
423,212265020,150.0,243,4,0
424,114236672,241.0,242,0,0
425,150316336,1054.0,222,6,0
426,172233198,364.0,314,0,0
427,99182718,76.0,101,1,0
428,189395249,226.0,431,0,0
429,116147009,32.0,230,2,0
430,106442579,351.0,207,0,0
431,219924040,108.0,160,0,0
432,172353764,514.0,454,0,0
433,211987237,5336.0,285,37,0
434,190710828,540.0,153,0,0
435,223991063,7763.0,368,0,0
436,183571002,178.0,93,0,0
437,125414415,243.0,777,0,0
438,167501060,18.0,69,0,0
439,206733618,113.0,97,0,0
440,184159779,62.0,192,0,0
441,147182843,76.0,364,2,0
442,163217623,1687.0,389,2,0
443,200305181,215.0,233,0,0
444,163451589,628.0,1793,0,0
445,223089078,384.0,97,0,0
446,278482682,35237.0,9,108,0
447,314863372,23778.0,1835,2,0
448,385516556,93.0,94,1,0
449,272935234,86126.0,50,784,0
450,272935234,86126.0,50,1332,0
451,272935234,86126.0,50,1854,0
452,229205329,199120.0,6,11318,0
453,233468158,34854.0,463,322,0
454,354274463,6087.0,0,31,1
455,367378757,863.0,1044,8,1
456,233468158,34854.0,463,1198,0
457,333250184,8778.0,7290,9,0
458,302254341,87005.0,975,458,1
459,246316102,874929.0,685,8501,0
460,394776381,492.0,348,0,2
461,404819932,75658.0,283,1051,0
462,280736094,31589.0,807,23348,0
463,298086168,1342.0,102,213,1
464,404819932,75658.0,283,4256,0
465,339159350,138.0,181,0,0
466,384786997,23940.0,21953,258,1
467,300128698,14042.0,364,893,1
468,404819932,75658.0,283,4300,0
469,412226476,7767.0,1639,489,0
470,387237461,31013.0,1283,335,0
471,264535355,10505.0,163,24667,1
472,288714694,8498.0,245,7,1
473,326030438,554941.0,12,844,1
474,311430278,1980.0,545,1,1
475,272935234,86126.0,50,24982,0
476,271604772,2161.0,2113,315,1
477,415640429,1164978.0,735579,3759,1
478,415640429,1164978.0,735579,3067,1
479,358456577,8383.0,155,1319,0
480,415640429,1164978.0,735579,4367,1
481,288714694,8498.0,245,10,0
482,415640429,1164978.0,735579,2908,1
483,365172101,100832.0,58,1368,1
484,285685164,1321866.0,35,14,1
485,342253661,5899.0,5969,790,0
486,331809358,2452.0,640,154,1
487,294282936,225564.0,24,1981,1
488,280736094,31589.0,807,6424,0
489,317885577,98179.0,349,327,0
490,317885577,98179.0,349,832,0
491,423805915,75497.0,955,320,1
492,283925860,17663.0,327,4681,0
493,232198426,298.0,1717,16,0
494,272613386,6703994.0,9,10759,1
495,414672171,165697.0,23,107,1
496,259902862,5652.0,279,1161,4
497,331758384,185494.0,33,2451,1
498,435735676,13734.0,13631,55,0
499,338236352,6898.0,4721,48,0
500,316001489,5358.0,4322,195,1
501,368138398,33537.0,69,13,4
502,294282936,225564.0,24,1427,0
503,439036303,116.0,160,13,0
504,265967403,144722.0,381,164,2
505,331072050,4091.0,409,79,4
506,229006061,135589.0,373,221,2
507,230478495,144.0,46,30,0
508,425725805,729.0,504,32,1
509,355238635,2096.0,75,11,1
510,355357543,195586.0,1624,3255,0
511,305663267,29386.0,1242,113,1
512,272613386,6703994.0,9,4118,1
513,272613386,6703994.0,9,3288,1
514,233126605,212.0,1139,7,1
515,284694804,1422756.0,1516,5959,1
516,261702971,12463.0,144,11,1
517,391978038,84.0,359,16,0
518,423805915,75497.0,955,86,0
519,423805915,75497.0,955,58,1
520,302688107,524.0,527,10,1
521,405649608,3750.0,3204,101,0
522,234579442,4583.0,97,889,1
523,246181702,2282175.0,333,51518,0
524,321590215,156014.0,333,1280,0
525,262348793,417273.0,50,1537,4
526,321590215,156014.0,333,489,1
527,376776346,6764.0,338,869,1
528,384283484,26296.0,181,137,1
529,364811638,8515.0,866,475,1
530,417045777,71163.0,2977,10936,0
531,365172101,100832.0,58,285,1
532,434788572,710623.0,10,1518,1
533,232342448,21663.0,2166,411,1
534,436555067,209.0,433,13,1
535,417045777,71163.0,2977,29154,0
536,336020995,12670.0,258,409,0
537,313167240,2861.0,137,36,4
538,288454336,1035.0,392,32,1
539,272437579,11881.0,8749,18,0
540,274436473,1570.0,1548,1082,1
541,423805915,75497.0,955,900,0
542,293421226,560902.0,43,506,0
543,246291639,22.0,10,17,0
544,272613386,6703994.0,9,8176,0
545,272613386,6703994.0,9,1164,0
546,272613386,6703994.0,9,2812,0
547,361817152,204317.0,411,797,1
548,289986591,3522.0,47,50,0
549,330460928,10189.0,1128,223,0
550,244134012,30709.0,943,549,1
551,423805915,75497.0,955,143,0
552,346798341,323.0,247,6,0
553,256665334,99958.0,1626,54,0
554,270588436,610.0,490,64,0
555,267241838,42462.0,202,5226,0
556,272437579,11881.0,8749,57,0
557,272437579,11881.0,8749,39,0
558,355437660,46668.0,890,143,0
559,257146833,27336.0,2788,137,0
560,246181702,2282175.0,333,28935,1
561,252990071,26291.0,33,3,0
562,246280171,24017.0,108,33,0
563,289903090,22233.0,1014,3,1
564,229006061,135589.0,373,114,1
565,284178993,1226.0,157,2072,1
566,304908916,19805.0,353,157,1
567,290087225,21599.0,324,370,0
568,262348793,417273.0,50,425,1
569,256665334,99958.0,1626,4659,1
570,288454336,1035.0,392,1,0
571,316059222,41919.0,39073,367,0
572,376724421,190961.0,3,21,4
573,295816306,13613.0,2181,31,1
574,296210843,5740.0,453,5,2
575,284694804,1422756.0,1516,329,0
576,337361581,37896.0,17762,1305,1
577,385629926,628.0,354,0,0
578,376425376,1300.0,297,1,0
579,302614596,665.0,81,0,1
580,359275504,5954.0,442,7,4
581,339232567,70746.0,491,54,1
582,433678954,588.0,354,0,0
583,313893730,580.0,276,0,0
584,379248349,715.0,144,0,0
585,356265563,104.0,419,0,0
586,238122440,9626.0,713,18,1
587,390678717,33942.0,8277,10,0
588,340332898,3044.0,150,0,0
589,429951956,1811.0,0,0,0
590,296277295,1061.0,1231,0,0
591,416277987,704.0,1173,0,1
592,283709733,84894.0,206,35,1
593,350791614,1398.0,969,92,0
594,285615492,682.0,527,0,0
595,245615364,409.0,211,0,0
596,255745227,311.0,174,0,0
597,246181702,2282175.0,333,3786,4
598,326682791,891.0,593,4,1
599,368524561,204.0,761,0,0
600,423805915,75497.0,955,43,0
601,341399240,2174.0,1919,0,0
602,359331216,810.0,1463,0,1
603,284506916,10058.0,250,0,1
604,317905351,55.0,66,0,0
605,266623431,7783.0,7047,1,0
606,387657812,451.0,258,0,0
607,331897020,148.0,142,0,0
608,263303952,14437.0,59,74,2
609,390270261,99.0,290,0,0
610,267241838,42462.0,202,4271,2
611,325113418,187.0,320,0,0
612,285647449,111177.0,968,523,4
613,239430820,45271.0,203,0,0
614,247086816,20811.0,4102,96,1
615,375133863,1548.0,1122,0,0
616,375849874,40.0,27,0,0
617,242496940,2295.0,289,0,1
618,340212721,17885.0,2628,0,0
619,341124249,81.0,340,0,0
620,313885434,66.0,325,0,0
621,288799443,481.0,498,0,0
622,302631744,1099.0,876,0,0
623,247182863,41930.0,13,157,1
624,317277557,82.0,95,0,0
625,400298521,9109.0,9430,104,1
626,423805915,75497.0,955,172,0
627,335203534,1322.0,204,0,0
628,354258699,237.0,330,0,0
629,267241838,42462.0,202,3204,0
630,324896064,344.0,226,0,0
631,429258217,547.0,480,1,0
632,288714694,8498.0,245,16,0
633,382391203,8.0,58,0,0
634,251323178,21202.0,207,122,4
635,433621072,1586.0,632,0,0
636,335794695,52.0,10,1,2
637,367782947,1746534.0,1658816,2067,0
638,293637940,152.0,135,0,0
639,404389747,1190.0,531,0,0
640,293997587,60.0,306,0,0
641,233668695,31.0,170,0,0
642,363496523,122.0,171,0,0
643,297297225,1422.0,642,67,0
644,341651739,2553.0,183,0,0
645,378542950,20625.0,7958,43,1
646,293213544,2547.0,1446,4,0
647,342793244,751.0,282,0,0
648,385620531,42.0,73,0,0
649,409490473,1700.0,229,0,0
650,277441799,1781.0,545,0,0
651,283709733,84894.0,206,381,1
652,325283735,204.0,170,0,0
653,355357543,195586.0,1624,676,0
654,369104698,2.0,3,0,0
655,288722130,169.0,55,0,0
656,365172101,100832.0,58,13,1
657,312565007,351.0,266,0,0
658,436186479,55.0,85,0,0
659,348559329,4056.0,3991,3,0
660,393408454,235.0,202,0,0
661,334869587,236.0,425,0,0
662,246368252,5268.0,4090,0,0
663,395405975,179.0,91,0,0
664,309236067,1944.0,24,4,1
665,292780473,2053.0,2247,0,0
666,439053658,17202.0,316,188,1
667,238524133,306.0,56,0,0
668,356347195,245.0,375,0,0
669,347173802,9083.0,4282,1,0
670,375045465,1408.0,637,1,0
671,377278671,182.0,324,0,0
672,354831566,152.0,251,0,0
673,433646372,3748.0,4263,0,0
674,382051426,126440.0,557,40,0
675,303423702,108101.0,1943,547,1
676,307534451,1150.0,627,0,0
677,231554857,329.0,369,0,0
678,315027487,2723.0,284,1311,0
679,248298681,247.0,281,0,0
680,310767323,1174.0,2388,0,0
681,409490473,1700.0,229,19,0
682,326051515,155.0,270,0,0
683,387349721,175.0,479,0,0
684,321995655,204.0,130,0,0
685,378542950,20625.0,7958,168,0
686,387671865,92.0,50,0,0
687,354209951,10541.0,7570,58,0
688,291566488,183.0,365,0,0
689,255184864,268.0,135,0,0
690,439083775,32.0,85,0,0
691,338039947,616.0,277,0,0
692,332980839,1121.0,512,0,1
693,423805915,75497.0,955,97,0
694,364386269,2535.0,1278,0,0
695,384856789,661.0,218,5,0
696,234331896,1071.0,752,0,0
697,290157011,225.0,398,1,0
698,267341824,425.0,484,0,0
699,266623431,7783.0,7047,0,0
700,334259734,337.0,498,0,0
701,233668695,31.0,170,0,0
702,380401397,99.0,517,0,0
703,378542950,20625.0,7958,0,0
704,350195422,70.0,496,0,0
705,375822671,1831.0,2971,0,0
706,368547245,750.0,339,0,0
707,366130924,118.0,106,0,0
708,269329659,102.0,477,0,0
709,248210333,25053.0,735,0,1
710,358655132,11.0,118,0,0
711,303911230,245.0,240,0,0
712,432572850,285.0,95,0,1
713,347947695,319.0,128,0,0
714,291303482,9377.0,9944,138,0
715,243195728,124.0,37,0,0
716,280104306,1731.0,1719,0,0
717,281112592,2286.0,4566,0,0
718,398203190,308.0,515,0,0
719,329287878,388.0,259,2,1
720,278732474,139.0,94,0,0
721,267283364,441.0,328,0,0
722,333335554,485.0,220,0,0
723,425241599,12.0,98,0,0
724,293048220,276.0,321,0,0
725,361603312,324.0,512,0,0
726,312940849,1903.0,233,0,0
727,361217818,521.0,499,0,0
728,288803214,165.0,352,0,0
729,423694327,157.0,278,0,0
730,335968226,155.0,144,0,0
731,409801440,704.0,2361,0,0
732,303752717,169.0,177,0,0
733,291303482,9377.0,9944,1,0
734,245085624,144.0,398,0,0
735,334077660,81.0,423,0,0
736,386611151,73.0,442,0,0
737,238658160,99007.0,76,19,1
738,322067673,7372.0,2923,267,1
739,356511292,477.0,892,0,0
740,274178003,500.0,697,0,0
741,365172101,100832.0,58,33,1
742,409122446,580.0,881,0,0
743,423805915,75497.0,955,20,1
744,251761723,174.0,560,0,0
745,375186723,27625.0,54,21,4
746,335379885,552.0,436,0,0
747,423805915,75497.0,955,252,0
748,364386269,2535.0,1278,0,0
749,310777698,277.0,1444,0,0
750,353622838,9598.0,5368,35,1
751,325104705,592.0,1979,0,0
752,406898974,44.0,328,0,0
753,299277384,393.0,321,1,0
754,330489115,881.0,583,0,1
755,395997441,4194.0,604,0,0
756,311972530,7485.0,8175,0,0
757,270636441,14.0,100,0,0
758,376823890,214.0,278,0,0
759,438665946,975.0,2061,0,0
760,289145180,685.0,566,0,0
761,340928020,157.0,356,0,0
762,348840899,92.0,92,0,0
763,420147373,1550.0,1434,0,0
764,273597636,19.0,243,0,0
765,240471808,48.0,164,0,0
766,302634201,1683.0,1900,0,0
767,399574114,2220.0,347,11,0
768,264951851,18420.0,13822,97,1
769,360645629,104.0,195,0,0
770,313229965,237.0,303,0,0
771,368948189,1242778.0,5,98,1
772,325767871,448.0,603,0,0
773,434130930,321.0,102,0,0
774,350931035,261.0,163,0,0
775,427219908,265.0,309,0,0
776,390902092,0.0,24,0,0
777,275494188,380.0,170,0,0
778,335206744,449.0,436,0,0
779,302718579,267.0,226,0,0
780,339232567,70746.0,491,0,1
781,327378138,66.0,165,0,0
782,249553482,169.0,249,0,0
783,438738884,437.0,156,0,0
784,326115344,1045.0,100,0,0
785,386801362,365.0,1103,1,0
786,279713788,428.0,304,1,0
787,291902145,226.0,227,0,0
788,350250551,1192.0,1020,0,0
789,420645962,36.0,160,0,0
790,430140668,47.0,51,0,0
791,420677390,360.0,670,3,0
792,242334981,122.0,552,0,0
793,425005311,94.0,936,0,0
794,251764729,237.0,3401,0,0
795,355314452,70.0,143,0,0
796,366528654,868.0,1352,0,0
797,442037189,507.0,1022,1,0
798,345936312,409.0,663,0,0
799,432011044,57.0,172,0,0
800,310540950,337.0,231,1,0
801,334060646,173.0,255,1,0
802,315696343,362.0,296,3,0
803,294701183,20094.0,19861,2,0
804,344760460,1043.0,2083,0,0
805,251100737,392.0,371,0,0
806,290088361,258.0,100,1,0
807,397835224,19237.0,497,0,0
808,329924404,233.0,653,0,0
809,290088361,258.0,100,0,0
810,298999814,27.0,366,0,0
811,336792690,110.0,209,1,0
812,290088361,258.0,100,0,0
813,299009042,247.0,255,0,0
