,client_id,CustomerID,Country
273,273,17858,United Kingdom
274,274,16393,United Kingdom
275,275,14527,United Kingdom
276,276,14161,United Kingdom
277,277,17863,United Kingdom
278,278,16411,United Kingdom
279,279,16402,United Kingdom
280,280,15023,United Kingdom
281,281,17402,United Kingdom
282,282,15426,United Kingdom
283,283,12647,Germany
284,284,15894,United Kingdom
285,285,15867,United Kingdom
286,286,12472,Germany
287,287,14506,United Kingdom
288,288,15555,United Kingdom
289,289,13034,United Kingdom
290,290,15889,United Kingdom
291,291,15953,United Kingdom
292,292,16143,United Kingdom
293,293,12720,Germany
294,294,16422,United Kingdom
295,295,12747,United Kingdom
296,296,15502,United Kingdom
297,297,12763,Japan
298,298,14081,United Kingdom
299,299,17965,United Kingdom
300,300,14404,United Kingdom
301,301,13579,United Kingdom
302,302,13174,United Kingdom
303,303,15987,United Kingdom
304,304,17677,United Kingdom
305,305,13652,United Kingdom
306,306,17428,United Kingdom
307,307,16858,United Kingdom
308,308,16161,United Kingdom
309,309,18219,United Kingdom
310,310,14293,United Kingdom
311,311,14748,United Kingdom
312,312,16638,United Kingdom
313,313,17674,United Kingdom
314,314,12808,Portugal
315,315,13094,United Kingdom
316,316,15899,United Kingdom
317,317,12708,Germany
318,318,15898,United Kingdom
319,319,14443,United Kingdom
320,320,17691,United Kingdom
321,321,17227,United Kingdom
322,322,15039,United Kingdom
323,323,15919,United Kingdom
324,324,13497,United Kingdom
325,325,15860,United Kingdom
326,326,14189,United Kingdom
327,327,15304,United Kingdom
328,328,14344,United Kingdom
329,329,16719,United Kingdom
330,330,15048,United Kingdom
331,331,15301,United Kingdom
332,332,14708,United Kingdom
333,333,16898,United Kingdom
334,334,14825,United Kingdom
335,335,18113,United Kingdom
336,336,17596,United Kingdom
337,337,15078,United Kingdom
338,338,14085,United Kingdom
339,339,17860,United Kingdom
340,340,13155,United Kingdom
341,341,15028,United Kingdom
342,342,16919,United Kingdom
343,343,17259,United Kingdom
344,344,17019,United Kingdom
345,345,16722,United Kingdom
346,346,15882,United Kingdom
347,347,14667,United Kingdom
348,348,16710,United Kingdom
349,349,15984,United Kingdom
350,350,14487,United Kingdom
351,351,17682,United Kingdom
352,352,16658,United Kingdom
353,353,16550,United Kingdom
354,354,17068,United Kingdom
355,355,15356,United Kingdom
356,356,17223,United Kingdom
357,357,16817,United Kingdom
358,358,13030,United Kingdom
359,359,17191,United Kingdom
360,360,15194,United Kingdom
361,361,14409,United Kingdom
362,362,16654,United Kingdom
363,363,13495,United Kingdom
364,364,17519,United Kingdom
365,365,17218,United Kingdom
366,366,17812,United Kingdom
367,367,14215,United Kingdom
368,368,15602,United Kingdom
369,369,17320,United Kingdom
370,370,12913,United Kingdom
371,371,17869,United Kingdom
372,372,13564,United Kingdom
373,373,13963,United Kingdom
374,374,17450,United Kingdom
375,375,17091,United Kingdom
376,376,17470,United Kingdom
377,377,17616,United Kingdom
378,378,15649,United Kingdom
379,379,12681,France
380,380,14907,United Kingdom
381,381,17735,United Kingdom
382,382,16059,United Kingdom
383,383,17720,United Kingdom
384,384,15018,United Kingdom
385,385,15838,United Kingdom
386,386,14733,United Kingdom
387,387,13756,United Kingdom
388,388,14176,United Kingdom
389,389,15353,United Kingdom
390,390,18119,United Kingdom
391,391,17491,United Kingdom
392,392,14282,United Kingdom
393,393,13569,United Kingdom
394,394,14673,United Kingdom
395,395,13488,United Kingdom
396,396,16221,United Kingdom
397,397,15002,United Kingdom
398,398,15965,United Kingdom
399,399,15024,United Kingdom
400,400,17675,United Kingdom
401,401,13769,United Kingdom
402,402,16904,United Kingdom
403,403,16086,United Kingdom
404,404,13786,United Kingdom
405,405,13880,United Kingdom
406,406,13173,United Kingdom
407,407,15858,United Kingdom
408,408,15180,United Kingdom
409,409,12347,Iceland
410,410,14739,United Kingdom
411,411,16293,United Kingdom
412,412,17419,United Kingdom
413,413,16775,United Kingdom
414,414,16306,United Kingdom
415,415,16950,United Kingdom
416,416,17591,United Kingdom
417,417,12839,United Kingdom
418,418,13807,United Kingdom
419,419,16125,United Kingdom
420,420,15081,United Kingdom
421,421,18102,United Kingdom
422,422,16365,United Kingdom
423,423,17870,United Kingdom
424,424,14821,United Kingdom
425,425,16863,United Kingdom
426,426,13078,United Kingdom
427,427,13267,United Kingdom
428,428,13050,United Kingdom
429,429,12709,Germany
430,430,15628,United Kingdom
431,431,12386,Australia
432,432,16779,United Kingdom
433,433,13599,United Kingdom
434,434,13329,United Kingdom
435,435,18077,United Kingdom
436,436,14744,United Kingdom
437,437,17406,United Kingdom
438,438,15750,United Kingdom
439,439,13983,United Kingdom
440,440,13842,United Kingdom
441,441,14796,United Kingdom
442,442,12441,France
443,443,13199,United Kingdom
444,444,14032,United Kingdom
445,445,17706,United Kingdom
446,446,16081,United Kingdom
447,447,16525,United Kingdom
448,448,17975,United Kingdom
449,449,16122,United Kingdom
450,450,13126,United Kingdom
451,451,15973,United Kingdom
452,452,16558,United Kingdom
453,453,16893,United Kingdom
454,454,15021,United Kingdom
455,455,15529,United Kingdom
456,456,15498,United Kingdom
457,457,18043,United Kingdom
458,458,16016,United Kingdom
459,459,17722,United Kingdom
460,460,17324,United Kingdom
461,461,17341,United Kingdom
462,462,14051,United Kingdom
463,463,16233,United Kingdom
464,464,16385,United Kingdom
465,465,15032,United Kingdom
466,466,16713,United Kingdom
467,467,17213,United Kingdom
468,468,18061,United Kingdom
469,469,15916,United Kingdom
470,470,15221,United Kingdom
471,471,13455,United Kingdom
472,472,13113,United Kingdom
473,473,14217,United Kingdom
474,474,17262,United Kingdom
475,475,18259,United Kingdom
476,476,17676,United Kingdom
477,477,16679,United Kingdom
478,478,18269,United Kingdom
479,479,12766,Portugal
480,480,15298,United Kingdom
481,481,13523,United Kingdom
482,482,15005,United Kingdom
483,483,15581,United Kingdom
484,484,15680,United Kingdom
485,485,13649,United Kingdom
486,486,17894,United Kingdom
487,487,13270,United Kingdom
488,488,14866,United Kingdom
489,489,13077,United Kingdom
490,490,13531,United Kingdom
491,491,13848,United Kingdom
492,492,13140,United Kingdom
493,493,15713,United Kingdom
494,494,17999,United Kingdom
495,495,15347,United Kingdom
496,496,14766,United Kingdom
497,497,17340,United Kingdom
498,498,13984,United Kingdom
499,499,15996,United Kingdom
500,500,14030,United Kingdom
501,501,16596,United Kingdom
502,502,16700,United Kingdom
503,503,16011,United Kingdom
504,504,17655,United Kingdom
505,505,16717,United Kingdom
506,506,14243,United Kingdom
507,507,12963,United Kingdom
508,508,15079,United Kingdom
509,509,14437,United Kingdom
510,510,12942,United Kingdom
511,511,15660,United Kingdom
512,512,18092,United Kingdom
513,513,15358,United Kingdom
514,514,13319,United Kingdom
515,515,12481,Germany
516,516,12621,Germany
517,517,14299,United Kingdom
518,518,18071,United Kingdom
519,519,12683,France
520,520,12755,Japan
521,521,13854,United Kingdom
522,522,12797,Portugal
523,523,16782,United Kingdom
524,524,13369,United Kingdom
525,525,12494,France
526,526,17857,United Kingdom
527,527,14932,Channel Islands
528,528,12429,Denmark
529,529,14987,United Kingdom
530,530,14355,United Kingdom
531,531,17526,United Kingdom
532,532,14896,United Kingdom
533,533,14440,United Kingdom
534,534,13240,United Kingdom
535,535,14479,United Kingdom
536,536,16065,United Kingdom
537,537,17430,United Kingdom
538,538,16520,United Kingdom
539,539,15945,United Kingdom
540,540,15856,United Kingdom
541,541,13102,United Kingdom
542,542,15271,United Kingdom
543,543,13982,United Kingdom
544,544,15288,United Kingdom
545,545,17978,United Kingdom
546,546,16795,United Kingdom
547,547,16519,United Kingdom
548,548,17816,United Kingdom
549,549,16255,United Kingdom
550,550,17671,United Kingdom
551,551,17646,United Kingdom
552,552,12872,United Kingdom
553,553,17339,United Kingdom
554,554,17097,Spain
555,555,15192,United Kingdom
556,556,15380,United Kingdom
557,557,17950,United Kingdom
558,558,12826,United Kingdom
559,559,17456,United Kingdom
560,560,15811,United Kingdom
561,561,13327,United Kingdom
562,562,18225,United Kingdom
563,563,15211,United Kingdom
564,564,15596,United Kingdom
565,565,16163,United Kingdom
566,566,16907,United Kingdom
567,567,17576,United Kingdom
568,568,14713,United Kingdom
569,569,14702,United Kingdom
570,570,13230,United Kingdom
571,571,13969,United Kingdom
572,572,17530,United Kingdom
573,573,15805,United Kingdom
574,574,12471,Germany
575,575,17696,United Kingdom
576,576,17076,United Kingdom
577,577,17827,United Kingdom
578,578,16265,United Kingdom
579,579,17880,United Kingdom
580,580,13000,United Kingdom
581,581,16499,United Kingdom
582,582,17790,United Kingdom
583,583,12731,France
584,584,14419,United Kingdom
585,585,14082,United Kingdom
586,586,17912,United Kingdom
587,587,15723,United Kingdom
588,588,16656,United Kingdom
589,589,14037,United Kingdom
590,590,14256,United Kingdom
591,591,14543,United Kingdom
592,592,16062,United Kingdom
593,593,18116,United Kingdom
594,594,16019,United Kingdom
595,595,18178,United Kingdom
596,596,18065,United Kingdom
597,597,14952,United Kingdom
598,598,13148,United Kingdom
599,599,12989,United Kingdom
600,600,14107,United Kingdom
601,601,15881,United Kingdom
602,602,12785,Portugal
603,603,16727,United Kingdom
604,604,15514,United Kingdom
605,605,13787,United Kingdom
606,606,17865,United Kingdom
607,607,17220,United Kingdom
608,608,16565,United Kingdom
609,609,16873,United Kingdom
610,610,14062,United Kingdom
611,611,18016,United Kingdom
612,612,14448,United Kingdom
613,613,15503,United Kingdom
614,614,17251,United Kingdom
615,615,16923,United Kingdom
616,616,14159,United Kingdom
617,617,14577,United Kingdom
618,618,17126,United Kingdom
619,619,12753,Japan
620,620,17236,United Kingdom
621,621,17372,United Kingdom
622,622,16367,United Kingdom
623,623,12875,United Kingdom
624,624,17917,United Kingdom
625,625,16010,United Kingdom
626,626,17085,United Kingdom
627,627,15224,United Kingdom
628,628,13668,United Kingdom
629,629,14684,United Kingdom
630,630,17188,United Kingdom
631,631,15547,United Kingdom
632,632,15998,United Kingdom
633,633,14413,United Kingdom
634,634,18004,United Kingdom
635,635,13959,United Kingdom
636,636,16665,United Kingdom
637,637,15454,United Kingdom
638,638,15044,United Kingdom
639,639,17937,United Kingdom
640,640,14608,United Kingdom
641,641,17618,United Kingdom
642,642,14505,United Kingdom
643,643,18037,United Kingdom
644,644,13198,United Kingdom
645,645,12540,Spain
646,646,13225,United Kingdom
647,647,15361,United Kingdom
648,648,15689,United Kingdom
649,649,14290,United Kingdom
650,650,13209,United Kingdom
651,651,13999,United Kingdom
652,652,14498,United Kingdom
653,653,15854,United Kingdom
654,654,16701,United Kingdom
655,655,16927,United Kingdom
656,656,17990,United Kingdom
657,657,14544,United Kingdom
658,658,17338,United Kingdom
659,659,17799,United Kingdom
660,660,14565,United Kingdom
661,661,16726,United Kingdom
662,662,17303,United Kingdom
663,663,14639,United Kingdom
664,664,17611,United Kingdom
665,665,17231,United Kingdom
666,666,17179,United Kingdom
667,667,17524,United Kingdom
668,668,12476,Germany
669,669,17293,United Kingdom
670,670,17890,United Kingdom
671,671,17375,United Kingdom
672,672,17371,United Kingdom
673,673,17969,United Kingdom
674,674,14625,United Kingdom
675,675,15159,United Kingdom
676,676,13211,United Kingdom
677,677,15777,United Kingdom
678,678,14525,United Kingdom
679,679,13324,United Kingdom
680,680,13948,United Kingdom
681,681,16202,United Kingdom
682,682,16442,United Kingdom
683,683,18075,United Kingdom
684,684,14524,United Kingdom
685,685,14961,United Kingdom
686,686,17041,United Kingdom
687,687,16458,United Kingdom
688,688,16083,United Kingdom
689,689,17194,United Kingdom
690,690,14057,United Kingdom
691,691,14871,United Kingdom
692,692,13178,United Kingdom
693,693,18044,United Kingdom
694,694,16812,United Kingdom
695,695,16191,United Kingdom
696,696,12370,Cyprus
697,697,14298,United Kingdom
698,698,17158,United Kingdom
699,699,16899,United Kingdom
700,700,16531,United Kingdom
701,701,17404,Sweden
702,702,14415,United Kingdom
703,703,16556,United Kingdom
704,704,16805,United Kingdom
705,705,16503,United Kingdom
706,706,16553,United Kingdom
707,707,17739,United Kingdom
708,708,13238,United Kingdom
709,709,12829,United Kingdom
710,710,13097,United Kingdom
711,711,15392,United Kingdom
712,712,13846,United Kingdom
713,713,12867,United Kingdom
714,714,14401,United Kingdom
715,715,16145,United Kingdom
716,716,17629,United Kingdom
717,717,14150,United Kingdom
718,718,13496,United Kingdom
719,719,13611,United Kingdom
720,720,16954,United Kingdom
721,721,17454,United Kingdom
722,722,17449,United Kingdom
723,723,13295,United Kingdom
724,724,17230,United Kingdom
725,725,15384,United Kingdom
726,726,15950,United Kingdom
727,727,15512,United Kingdom
728,728,17525,United Kingdom
729,729,13458,United Kingdom
730,730,16003,United Kingdom
731,731,13092,United Kingdom
732,732,13426,United Kingdom
733,733,15101,United Kingdom
734,734,17033,United Kingdom
735,735,13221,United Kingdom
736,736,14201,United Kingdom
737,737,17692,United Kingdom
738,738,15822,United Kingdom
739,739,16134,United Kingdom
740,740,17551,United Kingdom
741,741,18050,United Kingdom
742,742,14913,United Kingdom
743,743,15641,United Kingdom
744,744,13124,United Kingdom
745,745,17214,United Kingdom
746,746,15456,United Kingdom
747,747,15062,United Kingdom
748,748,12928,United Kingdom
749,749,15727,United Kingdom
750,750,17980,United Kingdom
751,751,15290,United Kingdom
752,752,17752,United Kingdom
753,753,15615,United Kingdom
754,754,12577,France
755,755,17189,United Kingdom
756,756,17496,United Kingdom
757,757,16607,United Kingdom
758,758,13317,United Kingdom
759,759,13890,United Kingdom
760,760,17001,United Kingdom
761,761,15246,United Kingdom
762,762,15482,United Kingdom
763,763,13021,United Kingdom
764,764,16037,United Kingdom
765,765,14841,United Kingdom
766,766,16670,United Kingdom
767,767,16985,United Kingdom
768,768,16705,United Kingdom
769,769,14414,United Kingdom
770,770,15563,United Kingdom
771,771,12980,United Kingdom
772,772,16746,United Kingdom
773,773,16470,United Kingdom
774,774,14878,United Kingdom
775,775,16743,United Kingdom
776,776,17146,United Kingdom
777,777,12877,United Kingdom
778,778,15394,United Kingdom
779,779,14621,United Kingdom
780,780,15379,United Kingdom
781,781,14309,United Kingdom
782,782,17288,United Kingdom
783,783,14709,United Kingdom
784,784,15157,United Kingdom
785,785,17744,United Kingdom
786,786,16316,United Kingdom
787,787,15620,United Kingdom
788,788,15789,United Kingdom
789,789,16560,United Kingdom
790,790,13534,United Kingdom
791,791,17580,United Kingdom
792,792,15759,United Kingdom
793,793,14373,United Kingdom
794,794,18176,United Kingdom
795,795,14092,United Kingdom
796,796,15366,United Kingdom
797,797,14735,United Kingdom
798,798,16271,United Kingdom
799,799,18223,United Kingdom
800,800,15532,United Kingdom
801,801,16816,United Kingdom
802,802,16684,United Kingdom
803,803,14334,United Kingdom
804,804,16945,United Kingdom
805,805,14643,United Kingdom
806,806,15197,United Kingdom
807,807,14220,United Kingdom
808,808,13874,United Kingdom
809,809,18260,United Kingdom
810,810,17848,United Kingdom
811,811,17392,United Kingdom
812,812,12348,Finland
813,813,14985,United Kingdom
814,814,13004,United Kingdom
815,815,14560,United Kingdom
816,816,12370,Austria
817,817,12931,United Kingdom
818,818,13627,United Kingdom
819,819,12551,Spain
820,820,12782,Portugal
821,821,14769,United Kingdom
822,822,15780,United Kingdom
823,823,12417,Belgium
824,824,17315,United Kingdom
825,825,16711,United Kingdom
826,826,12726,France
827,827,15204,United Kingdom
828,828,17888,United Kingdom
829,829,17007,United Kingdom
830,830,15160,United Kingdom
831,831,14016,Ireland
832,832,13033,United Kingdom
833,833,12691,France
834,834,13869,United Kingdom
835,835,14146,United Kingdom
836,836,12705,Germany
837,837,16885,United Kingdom
838,838,17913,United Kingdom
839,839,12668,Germany
840,840,14472,United Kingdom
841,841,17358,United Kingdom
842,842,16686,United Kingdom
843,843,18245,United Kingdom
844,844,17343,United Kingdom
845,845,16153,United Kingdom
846,846,12377,Switzerland
847,847,14646,Netherlands
848,848,12944,United Kingdom
849,849,15279,United Kingdom
850,850,14099,United Kingdom
851,851,12721,France
852,852,13104,United Kingdom
853,853,14113,United Kingdom
854,854,13027,United Kingdom
855,855,15312,United Kingdom
856,856,17621,United Kingdom
857,857,17090,United Kingdom
858,858,15527,United Kingdom
859,859,18097,United Kingdom
860,860,15460,United Kingdom
861,861,15034,United Kingdom
862,862,12423,Belgium
863,863,12678,France
864,864,15208,United Kingdom
865,865,16996,United Kingdom
866,866,17306,United Kingdom
867,867,14737,United Kingdom
868,868,13029,United Kingdom
869,869,16270,United Kingdom
870,870,13487,United Kingdom
871,871,12515,Italy
872,872,17400,United Kingdom
873,873,17593,United Kingdom
874,874,13953,United Kingdom
875,875,14533,United Kingdom
876,876,12734,France
877,877,14532,United Kingdom
878,878,12383,Belgium
879,879,15562,United Kingdom
880,880,15587,United Kingdom
881,881,13922,United Kingdom
882,882,13817,Germany
883,883,12585,Germany
884,884,13165,United Kingdom
885,885,13304,United Kingdom
886,886,13313,United Kingdom
887,887,16875,United Kingdom
888,888,16282,United Kingdom
889,889,12957,United Kingdom
890,890,14462,United Kingdom
891,891,13397,United Kingdom
892,892,13680,United Kingdom
893,893,12483,Sweden
894,894,15164,United Kingdom
895,895,17457,United Kingdom
896,896,14732,United Kingdom
897,897,14221,United Kingdom
898,898,14553,United Kingdom
899,899,13253,United Kingdom
900,900,15841,United Kingdom
901,901,16112,United Kingdom
902,902,13629,United Kingdom
903,903,16600,United Kingdom
904,904,15661,United Kingdom
905,905,16532,United Kingdom
906,906,15266,United Kingdom
907,907,14653,United Kingdom
908,908,16771,United Kingdom
909,909,17585,United Kingdom
910,910,15046,United Kingdom
911,911,13082,United Kingdom
912,912,15464,United Kingdom
913,913,18226,United Kingdom
914,914,18062,United Kingdom
915,915,12415,Australia
916,916,17368,United Kingdom
917,917,14618,United Kingdom
918,918,14258,United Kingdom
919,919,15719,United Kingdom
920,920,13368,United Kingdom
921,921,17634,United Kingdom
922,922,16676,United Kingdom
923,923,18283,United Kingdom
924,924,12735,France
925,925,13764,United Kingdom
926,926,13656,United Kingdom
927,927,12413,France
928,928,14312,United Kingdom
929,929,13280,United Kingdom
930,930,15845,United Kingdom
931,931,13187,United Kingdom
932,932,16567,United Kingdom
933,933,14828,United Kingdom
934,934,12530,Germany
935,935,16551,United Kingdom
936,936,16889,United Kingdom
937,937,16473,United Kingdom
938,938,13750,United Kingdom
939,939,12501,Germany
940,940,15607,United Kingdom
941,941,15139,United Kingdom
942,942,12489,France
943,943,17707,United Kingdom
944,944,18198,United Kingdom
945,945,12484,Spain
946,946,18179,United Kingdom
947,947,17284,United Kingdom
948,948,13233,United Kingdom
949,949,14889,United Kingdom
950,950,12480,Germany
951,951,14672,United Kingdom
952,952,13593,United Kingdom
953,953,14867,United Kingdom
954,954,13162,United Kingdom
955,955,13183,United Kingdom
956,956,17095,United Kingdom
957,957,12939,United Kingdom
958,958,15611,United Kingdom
959,959,17114,United Kingdom
960,960,15059,United Kingdom
961,961,16326,United Kingdom
962,962,17128,United Kingdom
963,963,14761,United Kingdom
964,964,17555,United Kingdom
965,965,12651,France
966,966,16735,United Kingdom
967,967,16833,United Kingdom
968,968,17800,United Kingdom
969,969,16748,United Kingdom
970,970,14755,United Kingdom
971,971,16549,United Kingdom
972,972,13565,United Kingdom
973,973,15799,United Kingdom
974,974,18032,United Kingdom
975,975,13451,United Kingdom
976,976,14794,United Kingdom
977,977,12539,Spain
978,978,16350,United Kingdom
979,979,12500,Germany
980,980,18171,United Kingdom
981,981,12524,Germany
982,982,17811,United Kingdom
983,983,16850,United Kingdom
984,984,14321,United Kingdom
985,985,15326,United Kingdom
986,986,17849,United Kingdom
987,987,14229,United Kingdom
988,988,13107,United Kingdom
989,989,16497,United Kingdom
990,990,16303,United Kingdom
991,991,15281,United Kingdom
992,992,12736,France
993,993,13473,United Kingdom
994,994,14320,United Kingdom
995,995,12393,Australia
996,996,17742,United Kingdom
997,997,16351,United Kingdom
998,998,12601,Germany
999,999,13144,United Kingdom
1000,1000,15346,United Kingdom
1001,1001,15370,United Kingdom
1002,1002,12643,France
1003,1003,16034,United Kingdom
1004,1004,17365,United Kingdom
1005,1005,15189,United Kingdom
1006,1006,14669,United Kingdom
1007,1007,18095,United Kingdom
1008,1008,15749,United Kingdom
1009,1009,15518,United Kingdom
1010,1010,14209,United Kingdom
1011,1011,16042,United Kingdom
1012,1012,15569,United Kingdom
1013,1013,12728,France
1014,1014,13672,United Kingdom
